id,tot_sls,female,married,children,HHIncomeMed,WhtCollarOcc,BluCollarOcc,pop_0_25,pop_26_plus,prc_city
C0104839870,125.89414,0,1,0,78566,70,30,11,89,20
C0106676299,126.67697,1,0,0,46093,72,28,19,81,25
C0106613709,69.59226,0,1,0,39594,78,22,16,84,11
C0109905408,206.41825,0,1,1,91925,79,21,9,91,17
C0104922938,75.06856,1,0,1,33064,73,27,21,79,10
C0105473007,230.07167,1,0,0,94523,86,14,13,87,25
C0108190662,223.01991,1,0,1,84379,83,17,20,80,19
C0109801932,132.64922,0,1,1,24618,71,29,12,88,18
C0109166703,112.83777,1,0,0,94613,83,17,17,83,19
C0107695313,202.88387,1,1,1,81703,80,20,10,90,22
C0106666079,185.63163,0,0,1,60247,68,32,22,78,12
C0108631892,139.43573,0,1,1,59537,80,20,19,81,25
C0107914163,138.81407,0,0,0,60083,66,34,9,91,21
C0102161352,210.49135,1,0,0,25315,81,19,20,80,23
C0103209925,134.25741,1,1,1,92129,79,21,21,79,23
C0101635921,208.31017,1,1,1,59173,73,27,11,89,24
C0105870468,183.72165,0,0,1,87385,74,26,11,89,22
C0104822942,141.56318,0,0,1,29942,72,28,22,78,24
C0107051692,187.50291,0,0,1,38079,71,29,14,86,25
C0109296512,167.27342,0,0,1,57598,81,19,13,87,17
C0105418958,140.04309,0,0,1,66321,66,34,9,91,14
C0104582233,144.11477,1,0,0,62913,80,20,17,83,23
C0105939889,111.45705,0,1,1,25645,84,16,9,91,11
C0108218520,188.05964,1,1,0,85516,85,15,18,82,13
C0103541497,94.61682,0,0,1,60058,70,30,12,88,17
C0109213972,159.06354,1,0,1,32426,69,31,16,84,16
C0108828403,186.4323,1,1,1,56870,66,34,12,88,20
C0105501516,151.13822,0,1,1,49718,84,16,10,90,21
C0104412508,55.89998,0,0,0,27862,84,16,16,84,8
C0104806637,124.55762,1,0,1,50578,81,19,22,78,16
C0109641324,199.99982,1,1,0,48758,65,35,19,81,25
C0105183594,235.26095,0,0,0,97555,84,16,16,84,25
C0107671741,150.41647,1,0,1,28643,81,19,20,80,20
C0106116781,124.9757,0,0,1,81330,82,18,18,82,13
C0108071593,129.28476,0,1,1,56844,71,29,11,89,14
C0109198088,105.3971,0,1,0,63990,86,14,12,88,16
C0101312223,223.47147,1,1,0,64143,84,16,14,86,23
C0106113375,180.401,1,1,1,37900,76,24,17,83,14
C0106570144,200.35347,0,0,1,59943,74,26,19,81,26
C0109042637,181.8038,1,1,0,38220,65,35,13,87,12
C0102756567,111.27869,1,0,0,71961,75,25,16,84,20
C0106099761,210.74012,1,1,0,45828,65,35,17,83,18
C0106733559,71.84828,0,1,1,45132,65,35,20,80,8
C0103915477,120.44437,1,0,1,98153,66,34,22,78,15
C0102915142,213.49379,1,0,1,56151,67,33,17,83,22
C0108359358,231.55108,0,1,0,71452,69,31,13,87,24
C0104584878,122.88425,0,0,0,87325,85,15,20,80,16
C0101348378,150.45532,0,0,0,63708,69,31,22,78,19
C0106823638,139.00858,1,1,1,56202,83,17,21,79,22
C0108345405,181.28055,0,1,0,47795,86,14,18,82,26
C0107920106,184.51751,0,0,1,51819,78,22,16,84,16
C0103202674,199.307,0,1,1,78300,66,34,20,80,10
C0104320205,217.1309,0,1,0,51210,73,27,22,78,24
C0109970667,119.40527,1,0,0,99363,70,30,19,81,21
C0105383015,150.627,1,0,1,28300,82,18,11,89,19
C0105558068,101.79491,1,1,0,79879,66,34,16,84,9
C0102727874,215.73182,0,1,0,31558,80,20,17,83,22
C0108550460,147.77958,1,1,0,28102,76,24,13,87,13
C0109658289,150.79402,1,1,1,27738,79,21,21,79,15
C0106159853,157.46187,1,1,1,36903,74,26,9,91,22
C0103558268,159.89971,0,0,1,74999,73,27,16,84,21
C0105062170,173.21496,1,0,0,39224,85,15,17,83,24
C0101268886,162.22307,1,1,0,24183,79,21,14,86,9
C0103370739,182.53008,1,0,0,82552,66,34,14,86,22
C0108727365,159.50823,0,1,1,35787,86,14,10,90,20
C0101646473,164.39302,0,1,0,45838,86,14,10,90,19
C0105283587,116.18358,0,1,0,63702,71,29,16,84,11
C0103211838,116.65732,0,1,0,35508,86,14,15,85,25
C0103289118,126.57074,0,1,1,33106,81,19,11,89,26
C0106453775,224.26608,1,1,1,88952,67,33,13,87,16
C0109778761,161.8528,1,0,1,32320,79,21,18,82,12
C0103005444,130.39081,1,1,1,74589,69,31,18,82,25
C0101275757,145.17106,1,1,0,68314,69,31,13,87,22
C0101048713,133.5831,0,1,0,81390,77,23,22,78,20
C0104027339,194.74955,1,0,0,50895,69,31,11,89,11
C0101133939,166.80966,1,1,1,27654,79,21,18,82,19
C0102118573,127.27042,0,0,1,77898,82,18,9,91,16
C0109731472,103.34827,0,1,0,36063,66,34,14,86,10
C0103746451,166.9377,1,0,0,97130,82,18,15,85,14
C0101121009,177.27195,1,0,0,40455,77,23,19,81,25
C0106052171,127.1717,1,1,0,87730,65,35,22,78,25
C0105966021,202.95108,1,0,0,91452,84,16,14,86,12
C0109496253,111.30925,0,1,0,69825,70,30,10,90,18
C0103859644,118.19494,1,0,1,37086,73,27,10,90,26
C0104910972,207.49023,1,0,1,55587,78,22,14,86,15
C0103234193,163.86806,0,0,0,30614,84,16,10,90,12
C0107554278,78.13491,1,0,1,47879,80,20,21,79,13
C0102824679,116.56477,1,0,0,69913,79,21,10,90,26
C0109171395,146.30025,0,1,1,61725,81,19,21,79,23
C0105295178,126.69173,1,1,1,28937,68,32,10,90,8
C0103424572,173.12536,0,0,0,72984,70,30,9,91,14
C0102206214,219.43811,1,0,1,96959,81,19,11,89,19
C0109373614,132.00869,0,1,0,98961,76,24,20,80,23
C0105574864,126.80715,0,1,0,41335,72,28,21,79,17
C0103703150,91.10811,1,1,1,30959,76,24,11,89,12
C0102375740,185.88534,0,1,1,79846,67,33,20,80,13
C0101026476,155.30248,1,0,1,90112,81,19,13,87,17
C0101282374,232.10166,0,0,1,64454,76,24,14,86,23
C0106715876,188.90816,1,0,0,53304,68,32,21,79,14
C0103560455,92.18018,0,0,1,67242,80,20,16,84,14
C0103689183,101.95282,0,0,1,56458,67,33,9,91,14
C0108893817,80.13635,1,0,0,58815,68,32,19,81,12
C0102156857,177.01438,1,1,0,93222,71,29,19,81,24
C0108100959,179.67161,0,1,0,89109,80,20,11,89,14
C0105325751,169.49544,1,0,1,91536,83,17,11,89,21
C0107365519,139.77395,1,1,1,30255,67,33,12,88,12
C0107979548,195.25045,0,1,0,96105,81,19,16,84,9
C0104790057,188.45468,0,0,1,51292,81,19,12,88,15
C0106149898,150.98148,1,0,1,87212,84,16,14,86,10
C0105984980,166.32589,1,0,1,33641,80,20,15,85,14
C0104637713,175.32603,0,0,1,70607,69,31,19,81,17
C0106226667,133.83221,0,1,0,87249,75,25,17,83,12
C0105478167,144.45546,0,0,1,83674,67,33,22,78,14
C0107819065,134.37843,1,0,1,97167,75,25,20,80,19
C0102364809,110.91508,1,1,0,63052,82,18,13,87,9
C0109772211,134.19061,1,1,1,28209,74,26,15,85,10
C0106343597,140.1397,1,1,0,93930,73,27,19,81,25
C0103763838,144.83188,0,0,0,49972,69,31,11,89,26
C0106300496,151.86441,1,1,0,97429,74,26,13,87,10
C0103600116,122.87225,0,1,0,27525,77,23,17,83,16
C0101507967,211.22426,1,1,0,36394,80,20,17,83,20
C0109588143,160.99534,0,0,0,61846,73,27,18,82,25
C0105642948,111.25247,0,1,1,72043,76,24,20,80,17
C0101616209,109.72236,0,1,1,24284,68,32,13,87,22
C0106734794,190.66942,0,0,0,73998,79,21,10,90,9
C0102532421,192.00797,0,0,0,76993,73,27,13,87,10
C0103866404,163.3333,1,0,1,42770,70,30,15,85,13
C0109810809,93.04246,1,0,0,29974,85,15,16,84,12
C0105221210,128.02962,0,1,0,92378,79,21,9,91,25
C0109345472,145.44797,1,0,1,43993,75,25,14,86,26
C0105169731,121.65131,1,1,1,89039,69,31,14,86,13
C0109722861,128.60022,1,0,0,42518,79,21,15,85,26
C0105535342,179.53395,1,0,1,55255,82,18,18,82,20
C0106065767,226.24233,0,0,0,93077,69,31,16,84,25
C0106232393,184.01409,0,0,0,43221,72,28,17,83,18
C0101156646,105.7692,1,1,1,93480,77,23,18,82,19
C0109075435,159.84845,0,0,0,94305,84,16,10,90,16
C0107574104,207.30072,1,1,1,99968,72,28,14,86,11
C0104590195,106.00451,0,1,1,68119,72,28,20,80,21
C0102148357,225.93531,1,0,0,57639,81,19,20,80,22
C0106845830,192.48545,1,1,1,54605,84,16,20,80,24
C0102095812,187.18653,0,0,0,38057,67,33,16,84,8
C0104731429,171.62196,1,0,0,63524,79,21,18,82,9
C0109310917,127.01096,0,0,0,56624,69,31,15,85,19
C0108619942,120.32365,1,0,1,46185,76,24,22,78,18
C0106029258,179.66372,0,1,1,24668,82,18,16,84,8
C0102039052,114.48721,1,0,1,67749,82,18,12,88,20
C0106234574,224.11344,0,0,0,46736,81,19,10,90,23
C0107787462,146.71596,0,1,1,49124,83,17,22,78,18
C0102201731,177.30609,0,1,0,82021,71,29,14,86,10
C0103833004,132.00304,0,1,0,65976,72,28,15,85,12
C0109420387,102.72685,1,0,1,80265,69,31,15,85,18
C0104872169,132.12922,1,0,0,52618,73,27,18,82,21
C0107739952,100.74921,0,0,1,91549,81,19,15,85,10
C0108927105,139.93588,1,1,0,80572,69,31,13,87,16
C0106912921,100.38207,0,1,0,48283,67,33,11,89,17
C0103080591,127.68525,1,1,1,63225,72,28,21,79,12
C0109377218,132.01721,0,0,1,25749,67,33,21,79,9
C0107504688,176.2809,1,0,0,59210,79,21,9,91,20
C0108817105,160.71606,1,0,1,51814,71,29,18,82,25
C0109087564,115.11882,0,0,0,24858,77,23,9,91,10
C0104984871,151.77653,0,1,0,92057,68,32,16,84,10
C0103834468,190.22067,1,0,1,43623,83,17,21,79,22
C0109424354,219.28313,1,1,0,73597,74,26,12,88,26
C0107114417,122.91499,0,1,0,54431,67,33,10,90,12
C0105050957,228.10793,1,1,1,67717,66,34,15,85,25
C0108957128,85.989,0,1,1,68100,73,27,14,86,9
C0107252769,189.68596,0,0,1,56124,65,35,17,83,15
C0101905139,185.63011,0,1,1,46759,66,34,9,91,16
C0107227060,112.95611,0,0,1,40159,71,29,18,82,18
C0109948667,189.03185,1,0,0,84765,77,23,15,85,16
C0102534450,99.44458,0,1,1,32602,68,32,21,79,14
C0103354828,149.33226,0,1,1,70594,65,35,16,84,21
C0103373997,138.6898,0,1,0,88620,85,15,17,83,9
C0102090568,184.2162,1,1,0,77780,81,19,12,88,9
C0101172952,144.66996,1,0,0,54724,86,14,14,86,16
C0107309155,162.03714,1,1,1,90266,75,25,9,91,10
C0107931830,192.98892,0,0,0,95548,81,19,15,85,24
C0103909494,200.37003,0,1,1,88207,78,22,14,86,26
C0106128608,116.61629,1,1,0,25401,79,21,13,87,10
C0107120479,92.41344,0,0,1,78736,69,31,12,88,16
C0102051569,164.04179,1,0,0,82351,82,18,13,87,20
C0103951514,127.23022,1,0,0,98518,80,20,19,81,18
C0101540919,87.33176,1,0,1,62144,68,32,9,91,12
C0106214222,106.28887,1,0,0,88203,69,31,22,78,8
C0106278275,145.89663,1,1,0,30747,76,24,15,85,10
C0105873584,99.8977,1,1,0,84130,76,24,11,89,12
C0109400315,205.02417,0,1,0,28773,71,29,13,87,21
C0104399696,125.43337,0,0,0,87253,71,29,14,86,16
C0107441846,209.34435,0,1,0,42015,81,19,13,87,23
C0107534423,190.01227,1,1,0,42663,74,26,15,85,23
C0102014577,165.17557,1,1,1,46433,77,23,21,79,9
C0106426650,219.19937,1,0,0,31653,79,21,19,81,24
C0104893603,109.52804,0,1,1,90476,80,20,17,83,13
C0109389105,177.69985,0,1,0,44965,77,23,14,86,8
C0108812721,207.6063,0,1,0,74470,77,23,18,82,14
C0104864177,167.58414,1,0,0,85566,70,30,20,80,14
C0101713613,153.32129,1,0,1,70901,83,17,12,88,20
C0102088500,210.50817,0,1,0,83373,71,29,14,86,26
C0106969488,144.58421,1,1,1,93049,72,28,16,84,10
C0106413047,143.89855,0,1,1,90995,84,16,15,85,17
C0109441188,128.54307,1,0,1,31183,75,25,10,90,25
C0103275026,179.33937,0,0,1,62653,81,19,19,81,21
C0106523027,135.9378,1,0,1,73820,74,26,18,82,23
C0102741865,157.16039,0,0,0,49691,70,30,15,85,14
C0105678647,193.17686,1,1,1,68334,77,23,15,85,26
C0102066277,220.74837,0,1,1,62753,79,21,16,84,20
C0105269448,108.02601,1,1,1,72469,86,14,17,83,16
C0104028509,130.36508,1,1,1,71052,72,28,12,88,20
C0109493617,165.09289,0,0,1,68941,84,16,22,78,25
C0106048034,207.47427,1,0,0,51463,84,16,20,80,22
C0105685852,217.07222,0,1,1,97318,84,16,10,90,14
C0104756456,139.75015,0,1,1,73035,81,19,19,81,11
C0103864551,176.68908,1,1,1,72652,80,20,16,84,23
C0106970975,131.74754,0,0,1,49026,71,29,9,91,26
C0102073145,117.98676,0,1,0,55644,78,22,17,83,20
C0106020657,116.46241,1,0,1,83629,75,25,15,85,13
C0105775728,126.04467,0,1,0,59223,69,31,17,83,14
C0106331936,126.9438,1,0,1,80220,86,14,10,90,18
C0107267064,141.94573,1,1,1,89537,77,23,22,78,8
C0103781004,136.81324,0,1,0,60356,77,23,10,90,22
C0101516323,165.83653,1,0,0,36057,84,16,14,86,23
C0103308877,118.15192,1,1,1,25248,86,14,13,87,12
C0105376512,133.48088,0,1,0,80072,82,18,18,82,11
C0104856538,202.1483,0,0,0,38270,80,20,13,87,15
C0106539447,192.06528,0,0,0,65432,84,16,15,85,24
C0105926232,156.38599,1,1,1,61331,75,25,9,91,24
C0105222158,192.8763,0,0,0,51470,78,22,19,81,26
C0106042091,127.78887,0,0,0,71203,84,16,11,89,19
C0109555164,97.26747,1,1,0,95543,78,22,14,86,14
C0109754992,212.11701,0,0,0,87369,86,14,12,88,15
C0103579261,163.37751,0,1,1,29819,85,15,17,83,25
C0107313836,101.62774,1,0,0,94406,85,15,16,84,13
C0105980914,113.42155,1,1,0,73695,74,26,11,89,9
C0106407300,232.35986,0,1,1,41034,68,32,15,85,26
C0101480964,105.84942,1,1,1,34998,70,30,10,90,23
C0105608621,221.84752,0,0,1,62888,76,24,22,78,20
C0109202411,205.2412,1,0,0,75280,70,30,16,84,18
C0107697977,130.00289,0,1,1,90941,86,14,10,90,20
C0103196969,90.68709,0,1,1,60921,66,34,14,86,9
C0108813749,151.74982,1,1,0,26758,83,17,20,80,20
C0106290119,149.99256,1,0,1,52664,84,16,9,91,11
C0105171099,82.3631,0,0,0,79390,78,22,11,89,8
C0105456994,159.55216,0,0,0,82904,85,15,21,79,22
C0107500583,145.8583,0,1,1,27270,73,27,17,83,14
C0107136344,200.70683,0,1,0,94127,66,34,18,82,10
C0101651841,182.63579,1,0,0,93951,71,29,22,78,11
C0106014518,162.58169,1,0,0,29661,77,23,15,85,11
C0106797623,135.68026,1,1,0,29794,86,14,10,90,24
C0108611146,95.73088,1,1,0,74072,80,20,16,84,14
C0108351086,93.58019,1,0,0,59311,75,25,18,82,17
C0109521117,101.17924,0,1,1,33756,67,33,9,91,13
C0102614331,204.53512,0,1,1,86328,75,25,17,83,10
C0107679709,146.64192,1,1,1,39248,84,16,17,83,14
C0102109116,187.06425,1,0,0,59325,74,26,15,85,13
C0109551999,207.21663,1,0,0,76747,80,20,16,84,14
C0108903959,121.05951,0,0,0,90619,74,26,21,79,15
C0104533718,137.79843,0,0,1,39167,72,28,20,80,9
C0105802350,169.2488,1,1,0,96720,71,29,22,78,14
C0105247379,134.90368,1,0,0,65392,79,21,12,88,14
C0108141555,115.44361,1,0,0,88909,65,35,15,85,23
C0105258450,159.68808,1,1,1,72752,65,35,21,79,19
C0103654846,117.67333,0,1,0,34977,73,27,13,87,23
C0101623397,86.93355,0,0,0,55495,76,24,22,78,10
C0109103694,193.64266,1,0,1,80354,68,32,10,90,21
C0109799890,155.42245,0,0,1,45905,78,22,10,90,8
C0108381049,188.7158,1,0,0,55020,78,22,14,86,15
C0107870011,143.28277,1,1,1,29113,69,31,11,89,13
C0105133473,95.4582,1,1,1,46580,80,20,13,87,12
C0105559857,177.51166,0,0,1,48454,65,35,22,78,15
C0102746415,123.65588,1,1,0,33572,79,21,10,90,8
C0102880931,91.08621,1,1,0,89849,68,32,21,79,10
C0109209454,220.57255,1,1,1,29595,65,35,14,86,22
C0103395810,165.88788,1,1,1,47372,67,33,17,83,20
C0102977882,149.47908,1,1,1,25652,66,34,18,82,19
C0106564093,103.64665,1,0,0,65885,65,35,18,82,20
C0107577736,145.63634,1,0,1,25746,70,30,15,85,16
C0104558341,120.39408,1,1,0,47152,68,32,15,85,23
C0105277787,164.46989,1,0,0,90241,72,28,15,85,24
C0106252964,141.51155,1,1,0,26695,70,30,19,81,19
C0105114638,195.5578,0,0,1,48820,72,28,19,81,10
C0107795060,209.22164,1,0,0,30316,79,21,15,85,21
C0106994904,189.28994,0,0,0,60586,83,17,10,90,17
C0103429350,177.55752,0,0,0,90888,75,25,21,79,15
C0108171865,171.58854,1,0,1,24926,77,23,20,80,11
C0106143041,133.51296,1,1,0,68424,80,20,11,89,26
C0104559707,155.29197,0,1,1,88593,78,22,15,85,9
C0107591851,187.34382,1,0,0,37358,79,21,14,86,17
C0108372585,112.97808,0,1,0,87752,81,19,14,86,14
C0103544573,93.68033,1,0,1,71277,77,23,19,81,8
C0101379688,180.72018,1,1,1,85242,72,28,11,89,8
C0103244731,111.26019,1,0,1,50311,78,22,10,90,19
C0106655689,88.66188,0,0,1,51972,74,26,20,80,8
C0101403412,182.42783,1,1,1,66027,84,16,18,82,18
C0105563810,195.42683,0,0,0,54127,66,34,10,90,19
C0104091208,174.51355,1,0,0,70495,80,20,16,84,20
C0101041128,146.53932,1,1,1,48308,69,31,19,81,19
C0107848406,174.51656,0,0,1,86264,83,17,17,83,10
C0104296774,146.59747,0,0,0,98543,67,33,22,78,11
C0109336254,132.60772,1,1,1,37268,81,19,13,87,24
C0108727621,186.98488,1,0,0,83672,72,28,20,80,14
C0103129592,142.70879,1,0,1,30651,66,34,14,86,25
C0107767177,130.79203,1,0,0,82007,71,29,21,79,26
C0101751716,208.26334,1,0,1,94046,74,26,13,87,14
C0107217176,140.06973,0,1,1,64137,81,19,21,79,9
C0105381017,213.78877,1,1,0,24513,84,16,11,89,23
C0106797441,138.42483,1,0,0,88327,77,23,11,89,10
C0109081593,143.48352,0,1,0,32288,67,33,19,81,24
C0108692171,109.8974,0,1,1,53060,77,23,14,86,13
C0104336771,229.403,1,0,1,51700,76,24,17,83,22
C0106223112,120.78137,1,1,1,61453,77,23,9,91,20
C0109435767,201.80803,1,1,0,57407,78,22,19,81,14
C0101081279,190.5228,1,1,1,80320,73,27,21,79,18
C0103311522,147.90143,1,0,0,93867,77,23,9,91,10
C0102763852,82.90819,0,1,1,69511,77,23,16,84,12
C0106186686,187.34237,0,0,0,99353,75,25,12,88,9
C0102641540,149.67521,1,0,0,62949,70,30,12,88,16
C0109814648,94.33445,0,1,1,55705,78,22,12,88,9
C0106845451,174.84012,1,1,0,85828,65,35,20,80,26
C0109918281,125.08326,0,1,0,32494,74,26,15,85,22
C0109417913,205.51757,0,1,0,97233,86,14,22,78,22
C0103113582,158.44125,1,0,1,83625,81,19,10,90,14
C0108155328,145.64469,1,1,1,50361,67,33,19,81,13
C0104403840,209.6621,1,1,0,97490,84,16,22,78,25
C0105693995,141.77641,0,1,1,31229,81,19,17,83,26
C0109795592,162.74679,0,1,1,31851,76,24,14,86,13
C0108738906,88.77593,0,1,1,29917,65,35,15,85,14
C0108261038,163.25327,1,0,1,67563,85,15,21,79,10
C0107296816,167.59828,1,0,0,59132,73,27,13,87,16
C0105199830,155.91301,1,0,1,35769,68,32,10,90,24
C0109379250,163.20356,1,0,0,52564,66,34,15,85,19
C0103323483,112.05039,0,0,1,51691,76,24,21,79,25
C0108308642,129.68885,0,0,1,86065,80,20,12,88,11
C0105723663,171.29205,1,0,1,41145,85,15,14,86,9
C0101444935,109.14721,0,1,0,60749,67,33,18,82,20
C0107030893,196.09007,0,0,1,67483,67,33,15,85,15
C0103494627,168.32568,0,1,1,49192,68,32,19,81,22
C0103531795,77.55687,1,0,1,50403,75,25,16,84,11
C0103531020,201.30823,1,0,1,46787,70,30,18,82,21
C0106273022,96.73147,1,0,0,77143,66,34,9,91,18
C0104862347,98.6211,0,1,1,33590,81,19,22,78,8
C0107194899,83.96726,1,1,1,34094,85,15,22,78,13
C0109767885,127.63267,1,1,0,48423,71,29,22,78,18
C0104024896,165.94804,0,1,1,60476,77,23,9,91,8
C0104949006,174.30909,0,1,0,39721,67,33,16,84,24
C0108705036,102.17022,0,1,1,39518,65,35,11,89,22
C0107653496,196.25894,1,1,1,57686,85,15,19,81,15
C0109957579,192.72662,1,1,1,99678,77,23,12,88,9
C0108563043,148.41177,0,0,0,98213,78,22,19,81,22
C0104879945,99.52484,1,0,0,70396,73,27,12,88,17
C0107179894,163.92338,1,0,1,90322,81,19,21,79,20
C0104842779,106.84446,0,0,0,41774,67,33,22,78,19
C0108144058,129.67198,1,0,0,39662,77,23,12,88,17
C0105058148,123.49325,1,1,0,36425,83,17,21,79,18
C0101463476,136.26703,1,1,1,81507,73,27,12,88,14
C0109886057,187.04815,1,0,0,38235,66,34,19,81,11
C0103445848,122.12091,0,0,1,34279,75,25,17,83,14
C0106360826,118.29617,0,0,1,50573,69,31,9,91,14
C0103331411,201.99722,1,1,0,34818,84,16,10,90,15
C0109729902,174.81922,0,1,0,99618,74,26,9,91,16
C0105861009,134.6972,0,1,0,73680,69,31,16,84,12
C0108682396,167.37876,1,1,1,88444,75,25,12,88,24
C0103318555,202.51723,1,0,0,75887,78,22,15,85,23
C0101025426,149.63211,0,0,0,48559,75,25,11,89,23
C0105070214,191.33421,0,0,0,90049,74,26,12,88,13
C0107816328,86.25635,1,1,0,61815,73,27,13,87,9
C0101148912,110.05252,0,1,1,98388,73,27,11,89,18
C0109729647,197.4193,0,1,1,96170,80,20,9,91,21
C0104677683,102.91877,0,1,0,37513,86,14,14,86,22
C0102254886,164.58636,1,1,1,40884,69,31,10,90,13
C0104740836,76.92639,0,1,0,24091,81,19,13,87,10
C0104007602,195.35972,1,0,0,65068,73,27,15,85,13
C0104566084,156.62144,1,1,1,78936,81,19,14,86,16
C0101012385,202.56484,1,1,1,93396,73,27,11,89,14
C0101083414,175.54631,0,0,0,30539,82,18,17,83,17
C0109729751,120.11942,1,1,1,44998,78,22,10,90,24
C0109366119,100.00802,0,1,1,53338,81,19,10,90,19
C0103404519,163.15006,1,1,0,29414,79,21,18,82,17
C0103350471,163.47373,0,1,1,47737,75,25,19,81,11
C0103758771,139.33912,1,0,1,33928,78,22,15,85,14
C0109062708,102.91224,0,0,1,39456,81,19,12,88,13
C0108314366,132.43217,1,0,1,63973,65,35,21,79,13
C0107819543,69.26225,1,0,0,31525,74,26,9,91,11
C0103270475,149.8718,0,0,1,51420,67,33,13,87,19
C0109025246,146.97518,0,1,0,98742,78,22,19,81,18
C0102803912,197.31677,1,1,0,54713,86,14,16,84,23
C0107647894,144.28883,1,1,1,47927,80,20,19,81,18
C0101897365,132.57445,0,0,0,50705,72,28,16,84,10
C0107623866,177.73443,0,0,1,46567,81,19,12,88,17
C0107464698,173.0612,1,1,0,55280,71,29,13,87,20
C0101682542,117.2217,1,1,1,26730,68,32,12,88,9
C0108807330,188.53317,1,0,0,97873,78,22,14,86,17
C0103527706,179.04385,1,0,1,79565,85,15,17,83,9
C0107187547,145.34967,0,1,1,69723,77,23,13,87,18
C0103591552,96.06194,0,1,1,66386,67,33,22,78,8
C0106719566,143.53334,1,0,0,56046,85,15,9,91,15
C0108143566,184.11438,0,1,0,36222,76,24,22,78,26
C0102770465,143.68854,1,0,1,30926,69,31,17,83,11
C0108573022,158.73253,0,0,1,68457,79,21,21,79,20
C0106681400,89.5901,0,0,1,74690,77,23,21,79,13
C0102997617,84.64535,1,1,0,48915,74,26,16,84,15
C0106663429,205.04524,0,0,1,50156,85,15,14,86,25
C0109743356,86.01735,0,1,1,77715,81,19,22,78,9
C0106533676,119.43477,1,0,0,81913,79,21,10,90,8
C0108176012,134.59811,0,0,0,87959,83,17,20,80,10
C0109563411,105.80676,1,1,1,29644,77,23,20,80,9
C0104060321,146.87859,1,1,0,43271,70,30,21,79,11
C0107565177,206.62049,0,1,0,40381,72,28,20,80,17
C0105368238,158.70946,0,0,1,35274,77,23,12,88,16
C0109419032,137.6233,1,1,1,88770,74,26,20,80,24
C0109307435,214.2457,1,0,0,81330,80,20,16,84,15
C0104516465,133.04572,1,1,1,37468,74,26,20,80,17
C0102157471,112.14251,0,1,0,28319,65,35,11,89,18
C0102318460,98.58541,0,0,0,39329,72,28,18,82,18
C0108067233,198.61625,0,1,0,70125,69,31,22,78,23
C0108696423,118.83974,0,1,0,91206,70,30,21,79,8
C0101102312,174.75942,1,1,0,88998,68,32,12,88,25
C0104553960,118.9929,0,0,1,68010,70,30,20,80,13
C0104668660,124.60941,0,0,0,69929,69,31,11,89,17
C0106565896,124.06643,1,1,1,29367,77,23,19,81,13
C0106363954,153.98302,1,1,0,61838,81,19,15,85,13
C0101145570,133.00138,1,0,0,89522,81,19,10,90,9
C0109213615,126.88228,1,1,1,70732,78,22,21,79,11
C0102296990,160.6496,1,0,1,59240,73,27,19,81,10
C0105696312,146.72086,0,1,0,44934,76,24,14,86,22
C0101644337,90.68897,0,0,1,68893,77,23,21,79,13
C0108528514,157.09965,1,1,1,99585,76,24,18,82,15
C0101706352,196.56153,1,1,1,56557,80,20,16,84,24
C0104695995,175.18726,0,1,0,26094,70,30,12,88,8
C0106114806,205.30163,0,1,1,56247,79,21,21,79,14
C0104520567,126.5428,0,1,1,96320,71,29,12,88,18
C0108443644,170.47871,1,0,1,70099,73,27,19,81,25
C0103990736,130.61455,1,1,1,90395,67,33,13,87,14
C0108194130,170.80729,1,1,1,47301,76,24,15,85,16
C0105443757,162.22263,1,0,1,41147,82,18,12,88,15
C0106699573,89.45491,1,1,0,36879,69,31,18,82,13
C0105440205,222.71314,1,0,1,95666,70,30,21,79,24
C0108776491,134.42341,0,1,0,38529,82,18,22,78,23
C0101092370,125.37492,0,1,1,72948,72,28,16,84,21
C0102824597,188.2123,1,1,0,96870,83,17,15,85,19
C0108997144,105.68914,1,0,1,55066,77,23,17,83,18
C0103654096,180.79784,1,0,1,37096,78,22,13,87,14
C0105366724,169.99733,0,0,1,76577,67,33,21,79,21
C0107057903,163.38369,0,0,0,42461,67,33,10,90,16
C0109931912,184.99732,1,0,1,93508,86,14,9,91,21
C0106170629,102.95419,0,0,0,46911,76,24,12,88,22
C0106847589,207.18253,1,1,1,98457,84,16,9,91,16
C0109373342,189.52934,1,0,0,97446,72,28,16,84,19
C0106975798,165.80233,0,1,0,37077,81,19,10,90,17
C0108512230,147.23598,1,1,1,38262,81,19,12,88,8
C0105348395,86.00011,0,0,0,36759,85,15,13,87,17
C0104707421,116.39801,1,0,1,61269,66,34,22,78,22
C0102507677,196.40077,0,0,0,54313,74,26,19,81,19
C0105758699,93.78386,0,1,0,33634,83,17,9,91,20
C0108807376,109.37416,1,0,1,95704,81,19,15,85,8
C0105438265,221.59734,0,0,0,58646,84,16,20,80,20
C0108365987,140.84383,1,1,1,80427,78,22,22,78,18
C0104192689,212.16112,0,0,1,66728,73,27,22,78,17
C0105267096,121.73721,1,0,1,93749,66,34,9,91,22
C0103396380,94.85862,1,0,1,79478,81,19,13,87,14
C0102274552,91.13234,1,0,0,31146,75,25,19,81,18
C0109686366,142.22028,1,1,1,93932,80,20,21,79,15
C0105688307,173.31894,0,1,1,72686,72,28,13,87,23
C0102642915,211.04813,0,0,0,99097,65,35,18,82,21
