id,nnights,nadults,nchildren,planning,sex,age,education,income,region,shopping,antiquing,scenery,eatfine,eatcasual,eatfamstyle,eatfastfood,museums,indoorpool,outdoorpool,hiking,gambling,boatswim,fishing,golfing,boattours,rideducks,amusepark,minigolf,gocarting,waterpark,circusworld,tbskishow,helicopter,horseride,standrock,outattract,nearbyattract,movietheater,concerttheater,barpubdance,shopbroadway,bungeejumping
1262,2,3,1,One Month or More Ago,Female,45-54,HS Grad or Less,,Other,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
1263,3,2,2,One Month or More Ago,Male,35-44,Post Grad,Upper Income,Other,YES,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,YES,NO,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
1264,2,2,1,This Month,Male,35-44,College Grad,Middle Income,Chicago,YES,NO,YES,YES,YES,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
1265,2,2,2,One Month or More Ago,Female,25-34,College Grad,Middle Income,Minneapolis/StPaul,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,NO
1266,2,2,2,This Month,Female,35-44,Post Grad,Middle Income,Chicago,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,NO,YES,YES,YES,NO,NO,NO,YES,YES,NO
1267,0,5+,3,This Week,Female,LT 25,Some College,,Milwaukee,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES
1268,2,2,No kids,One Month or More Ago,Female,45-54,College Grad,Middle Income,Other,YES,YES,YES,YES,NO,YES,NO,YES,NO,YES,NO,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
1269,0,2,No kids,This Week,Male,25-34,HS Grad or Less,Lower Income,Chicago,YES,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO
1270,3,2,No kids,One Month or More Ago,Female,35-44,Some College,Lower Income,Madison,YES,NO,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO
1271,2,2,No kids,This Month,Male,35-44,Post Grad,Lower Income,Other Wisconsin,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES
1272,3,2,2,This Month,Female,25-34,HS Grad or Less,,Chicago,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
1273,2,2,No kids,This Month,Female,65+,HS Grad or Less,Lower Income,Milwaukee,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO
1274,3,2,4,One Month or More Ago,Male,35-44,Some College,Upper Income,Chicago,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO
1275,4+,3,1,One Month or More Ago,Female,55-64,Some College,,Chicago,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO
1276,0,5+,No kids,This Week,Female,55-64,HS Grad or Less,,Other,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO
1277,1,4,1,This Week,Female,35-44,HS Grad or Less,Lower Income,Milwaukee,YES,NO,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES
1278,2,2,2,This Week,Male,35-44,HS Grad or Less,Lower Income,Chicago,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO
1279,2,2,4,One Month or More Ago,Female,35-44,HS Grad or Less,Lower Income,Other,YES,NO,YES,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES,NO
1280,2,2,No kids,One Month or More Ago,Male,25-34,Some College,Lower Income,Milwaukee,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES
1281,2,3,1,One Month or More Ago,Male,45-54,HS Grad or Less,Lower Income,Chicago,YES,NO,YES,YES,NO,YES,NO,YES,YES,YES,NO,YES,NO,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO
1282,2,2,2,One Month or More Ago,Male,25-34,HS Grad or Less,,Milwaukee,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES
1283,3,1,2,One Month or More Ago,Male,45-54,Some College,,Minneapolis/StPaul,NO,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO
1284,3,4,3,One Month or More Ago,Male,35-44,HS Grad or Less,Middle Income,Other,NO,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO
1285,3,2,1,One Month or More Ago,Male,35-44,College Grad,,Chicago,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES,YES,NO
1286,1,3,3,One Month or More Ago,Female,35-44,Some College,Lower Income,Minneapolis/StPaul,YES,NO,YES,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO
1287,4+,2,4,One Month or More Ago,Female,25-34,Some College,Lower Income,Minneapolis/StPaul,YES,NO,YES,NO,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO
1288,0,2,No kids,This Week,Female,25-34,Post Grad,Middle Income,Chicago,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO
1289,4+,1,1,This Week,Female,25-34,Some College,Lower Income,Chicago,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO
1290,2,1,3,This Month,Female,,,,Chicago,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO
1291,2,2,1,One Month or More Ago,Female,35-44,Some College,Lower Income,Minneapolis/StPaul,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1292,2,2,2,One Month or More Ago,Female,35-44,Post Grad,Middle Income,Milwaukee,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO
1293,1,1,1,This Month,Female,25-34,College Grad,Middle Income,Other,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO
1294,0,2,4,One Month or More Ago,Male,35-44,College Grad,Middle Income,Milwaukee,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1295,0,2,4,This Week,Male,25-34,College Grad,Lower Income,Madison,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1296,0,2,No kids,This Week,Male,35-44,College Grad,,Chicago,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1297,4+,2,3,This Week,Female,35-44,College Grad,Middle Income,,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO
1298,2,3,3,One Month or More Ago,Female,,Post Grad,,Chicago,YES,NO,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1299,4+,2,4,One Month or More Ago,Female,35-44,College Grad,Middle Income,Other,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES
1300,1,4,No kids,One Month or More Ago,Female,25-34,Post Grad,Middle Income,Chicago,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1301,2,2,3,This Month,Male,35-44,College Grad,Middle Income,Chicago,YES,NO,NO,NO,NO,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1302,4+,4,1,One Month or More Ago,Female,45-54,HS Grad or Less,Lower Income,Minneapolis/StPaul,YES,NO,NO,NO,YES,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO,YES,NO,YES,NO
1303,3,4,2,One Month or More Ago,Male,35-44,Some College,Lower Income,Other,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
1304,3,2,4,One Month or More Ago,Female,,College Grad,,Other,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1305,0,5+,5+,This Week,Female,35-44,Some College,,Chicago,YES,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO
1306,0,2,No kids,This Week,Female,35-44,Some College,Lower Income,Milwaukee,YES,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
1307,0,5+,No kids,This Week,Female,55-64,Post Grad,Lower Income,Other,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES,NO,YES,NO,YES,NO
1308,2,2,No kids,This Month,Male,35-44,HS Grad or Less,Middle Income,Chicago,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
1309,4+,2,1,One Month or More Ago,Male,35-44,Post Grad,Middle Income,Milwaukee,YES,YES,YES,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO
1310,2,3,No kids,One Month or More Ago,Female,LT 25,HS Grad or Less,Lower Income,Milwaukee,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,YES,YES,NO,NO,YES,YES,YES
1311,1,2,No kids,This Week,Female,55-64,College Grad,Lower Income,Other,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO,YES,NO,NO,NO
1312,4+,2,2,One Month or More Ago,Male,25-34,HS Grad or Less,Middle Income,Chicago,YES,NO,YES,NO,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO
1313,3,4,2,This Month,Male,25-34,College Grad,Lower Income,Milwaukee,YES,NO,YES,NO,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1314,2,3,No kids,One Month or More Ago,Male,55-64,HS Grad or Less,Middle Income,Madison,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,YES,NO
1315,2,5+,5+,One Month or More Ago,Female,25-34,HS Grad or Less,Lower Income,Chicago,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
1316,3,2,2,One Month or More Ago,Female,35-44,College Grad,Middle Income,Chicago,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES,NO
1317,2,2,2,This Week,Male,35-44,HS Grad or Less,Lower Income,Milwaukee,YES,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1318,4+,2,2,One Month or More Ago,Female,35-44,HS Grad or Less,,Other,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1319,1,2,1,One Month or More Ago,Male,35-44,HS Grad or Less,Middle Income,Other,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO
1320,0,1,2,This Month,Female,45-54,Post Grad,,Madison,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO
1321,2,2,1,This Month,Male,55-64,HS Grad or Less,Middle Income,Chicago,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1322,3,3,2,One Month or More Ago,Female,35-44,College Grad,Middle Income,,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
1323,0,1,2,This Week,Female,45-54,College Grad,,Minneapolis/StPaul,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,YES,NO,YES,NO,NO,NO
1324,3,2,No kids,This Month,Male,65+,HS Grad or Less,Lower Income,Chicago,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO
1325,0,4,No kids,This Month,Female,65+,Post Grad,Middle Income,Madison,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO
1326,0,2,No kids,This Week,Female,25-34,HS Grad or Less,Middle Income,Other Wisconsin,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
1327,2,5+,4,One Month or More Ago,Female,25-34,Some College,Lower Income,Milwaukee,YES,NO,YES,NO,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES
1328,1,3,2,This Week,Female,25-34,Some College,Middle Income,Chicago,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
1329,1,2,No kids,One Month or More Ago,Female,35-44,Some College,Lower Income,Milwaukee,YES,NO,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO
1330,0,2,1,One Month or More Ago,Female,55-64,Some College,,Milwaukee,YES,YES,YES,NO,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,YES,YES,YES,NO,YES,NO,YES,NO,YES,NO,NO,NO,YES,NO
1331,2,2,2,This Month,Male,35-44,Some College,Middle Income,Milwaukee,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO
1332,0,5+,2,One Month or More Ago,Male,35-44,Post Grad,Lower Income,Milwaukee,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES
1333,0,2,No kids,This Month,Female,55-64,HS Grad or Less,,Other,YES,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO
1334,0,2,2,This Month,Male,35-44,Some College,Lower Income,Other Wisconsin,YES,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1335,1,1,2,This Month,Female,35-44,Some College,Lower Income,Chicago,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,YES,YES,NO
1336,4+,2,3,One Month or More Ago,Female,35-44,HS Grad or Less,,Other,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
1337,3,2,1,This Month,Male,45-54,HS Grad or Less,Lower Income,Milwaukee,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO
1338,4+,2,1,One Month or More Ago,Male,35-44,College Grad,Middle Income,Other,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO
1339,2,3,3,This Week,Male,35-44,Post Grad,Middle Income,Other Wisconsin,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO
1340,4+,2,2,This Month,Female,25-34,Some College,Middle Income,Other,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,NO,YES,NO,YES,YES,YES,NO,YES,NO,NO,YES,YES
1341,4+,2,No kids,One Month or More Ago,Female,LT 25,Some College,Middle Income,Minneapolis/StPaul,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,NO
1342,4+,2,1,One Month or More Ago,Female,LT 25,HS Grad or Less,,Chicago,YES,NO,YES,YES,NO,YES,NO,YES,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,NO,YES,NO
1343,4+,3,2,One Month or More Ago,Female,35-44,Post Grad,Lower Income,Chicago,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO
1344,2,2,No kids,This Week,Female,35-44,HS Grad or Less,Lower Income,Other,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO
1345,4+,2,1,One Month or More Ago,Female,45-54,HS Grad or Less,,Chicago,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,NO
1346,0,2,No kids,This Week,Female,LT 25,College Grad,Lower Income,Madison,NO,NO,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO,NO,YES,NO,NO
1347,2,2,2,This Month,Male,45-54,Some College,Lower Income,Milwaukee,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO
1348,1,2,2,One Month or More Ago,Female,35-44,College Grad,Middle Income,Minneapolis/StPaul,YES,NO,YES,NO,YES,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO
1349,0,3,1,This Week,Female,55-64,Some College,Lower Income,Other Wisconsin,YES,YES,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,YES,NO,NO,NO,YES,NO
1350,1,2,No kids,One Month or More Ago,Female,45-54,Post Grad,Middle Income,Other,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
1351,0,3,3,This Week,Female,55-64,HS Grad or Less,Lower Income,Milwaukee,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,YES,NO
1352,3,2,4,One Month or More Ago,Female,35-44,Some College,Lower Income,Other,YES,NO,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO
1353,3,3,2,This Month,Female,45-54,HS Grad or Less,Lower Income,Chicago,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,YES,NO,NO,YES,NO
1354,2,2,1,This Month,Female,35-44,HS Grad or Less,Middle Income,Chicago,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,YES,NO
1355,3,3,3,This Week,Male,35-44,HS Grad or Less,Middle Income,Chicago,YES,NO,YES,NO,NO,YES,NO,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO
1356,4+,1,3,This Week,Female,45-54,Some College,,Chicago,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO
1357,4+,4,No kids,One Month or More Ago,Male,55-64,HS Grad or Less,,Chicago,YES,NO,YES,YES,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO
1358,3,5+,3,One Month or More Ago,Male,35-44,College Grad,,Chicago,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO
1359,0,2,No kids,One Month or More Ago,Male,45-54,Some College,Lower Income,Milwaukee,YES,YES,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO
1360,2,5+,4,One Month or More Ago,Female,25-34,College Grad,Middle Income,Milwaukee,YES,NO,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
