data.set,total.cost,lot.sale.days,overage,mileage,vehicle.type,domestic.import,vehicle.age,vehicle.age.group,color.set,makex,state,make.model
VALIDATE,4161,113,YES,82505,FAMILY.MEDIUM,Domestic,8,SEVEN+,GOLD,BUICK,FL,BUICK.LESABRE
VALIDATE,5623,73,NO,88836,FAMILY.MEDIUM,Domestic,4,FOUR,GOLD,BUICK,AZ,BUICK.LESABRE
VALIDATE,5710,8,NO,61335,FAMILY.MEDIUM,Domestic,5,FIVE,PURPLE,CHEVROLET,AZ,CHEVROLET.MALIBU
VALIDATE,4986,19,NO,68631,FAMILY.LARGE,Domestic,7,SEVEN+,PURPLE,BUICK,TX,BUICK.LESABRE
VALIDATE,4670,120,YES,77277,ECONOMY,Domestic,5,FIVE,RED,FORD,GA,FORD.ESCORT
VALIDATE,5745,152,YES,11412,FAMILY.MEDIUM,Import,2,ONE-THREE,WHITE,DAEWOO,AZ,DAEWOO.LANOS
VALIDATE,2117,7,NO,101792,FAMILY.MEDIUM,Domestic,8,SEVEN+,BLACK,CHEVROLET,FL,CHEVROLET.LUMINA
VALIDATE,3551,19,NO,74957,ECONOMY,Import,4,FOUR,RED,KIA,TX,KIA.SEPHIA
VALIDATE,5621,122,YES,88833,FAMILY.MEDIUM,Import,6,SIX,PURPLE,MITSUBISHI,VA,MITSUBISHI.GALANT
VALIDATE,3706,59,NO,80123,FAMILY.SMALL,Import,5,FIVE,RED,OTHER,CA,SUZUKI.ESTEEM
VALIDATE,5006,164,YES,97470,LUXURY,Import,6,SIX,BLUE,NISSAN,GA,NISSAN.SENTRA
VALIDATE,6303,178,YES,83856,LUXURY,Import,7,SEVEN+,GOLD,NISSAN,TX,NISSAN.ALTIMA
VALIDATE,4127,10,NO,77917,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,FORD,AZ,FORD.CONTOUR
VALIDATE,7049,120,YES,58108,FAMILY.LARGE,Domestic,5,FIVE,PURPLE,FORD,CA,FORD.TAURUS
VALIDATE,4483,28,NO,92033,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,PONTIAC,AZ,PONTIAC.GRAND PRIX
VALIDATE,5507,77,NO,80372,LUXURY,Domestic,6,SIX,GOLD,PONTIAC,CA,PONTIAC.BONNEVILLE
VALIDATE,5642,98,YES,82446,FAMILY.MEDIUM,Import,6,SIX,PURPLE,NISSAN,AZ,NISSAN.SENTRA
VALIDATE,4491,24,NO,60613,ECONOMY,Import,5,FIVE,GREEN,GEO,GA,GEO.PRIZM
VALIDATE,4016,101,YES,88877,FAMILY.LARGE,Domestic,9,SEVEN+,GREEN,BUICK,VA,BUICK.LESABRE
VALIDATE,4521,20,NO,79533,LUXURY,Import,6,SIX,GREEN,NISSAN,NV,NISSAN.SENTRA
VALIDATE,4401,173,YES,100045,ECONOMY,Import,6,SIX,GREEN,TOYOTA,CA,TOYOTA.TERCEL
VALIDATE,4152,17,NO,78308,FAMILY.LARGE,Domestic,6,SIX,PURPLE,PONTIAC,CA,PONTIAC.GRAND AM
VALIDATE,4472,12,NO,72931,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,PLYMOUTH,TX,PLYMOUTH.BREEZE
VALIDATE,4754,19,NO,68563,FAMILY.SMALL,Domestic,4,FOUR,GREEN,PONTIAC,TX,PONTIAC.GRAND AM
VALIDATE,6530,127,YES,68929,FAMILY.SMALL,Import,6,SIX,GREEN,TOYOTA,CA,TOYOTA.COROLLA
VALIDATE,4939,13,NO,74039,ECONOMY,Import,3,ONE-THREE,BLACK,KIA,TX,KIA.SEPHIA
VALIDATE,6023,77,NO,79088,LUXURY,Import,5,FIVE,PURPLE,NISSAN,CA,NISSAN.ALTIMA
VALIDATE,6120,5,NO,98560,FAMILY.SMALL,Import,5,FIVE,WHITE,HONDA,CA,HONDA.CIVIC
VALIDATE,4788,50,NO,90556,FAMILY.SMALL,Import,7,SEVEN+,GREEN,NISSAN,CA,NISSAN.SENTRA
VALIDATE,4560,132,YES,75082,LUXURY,Import,5,FIVE,WHITE,MAZDA,FL,MAZDA.PROTEGE
VALIDATE,4582,8,NO,51760,ECONOMY,Domestic,4,FOUR,RED,FORD,TX,FORD.ESCORT
VALIDATE,4946,4,NO,63398,ECONOMY,Domestic,4,FOUR,BLUE,PONTIAC,TX,PONTIAC.SUNFIRE
VALIDATE,4291,121,YES,88387,ECONOMY,Import,7,SEVEN+,PURPLE,MAZDA,TX,MAZDA.PROTEGE
VALIDATE,4852,106,YES,66068,FAMILY.SMALL,Domestic,5,FIVE,GREEN,BUICK,TX,BUICK.SKYLARK
VALIDATE,5511,0,NO,44429,FAMILY.SMALL,Domestic,3,ONE-THREE,SILVER,PLYMOUTH,CA,PLYMOUTH.NEON
VALIDATE,3270,31,NO,97364,FAMILY.SMALL,Import,6,SIX,BLACK,GEO,FL,GEO.PRIZM
VALIDATE,6283,88,NO,88303,FAMILY.MEDIUM,Domestic,7,SEVEN+,GREEN,OLDSMOBILE,AZ,OLDSMOBILE.98
VALIDATE,4954,128,YES,95507,FAMILY.MEDIUM,Domestic,5,FIVE,GREEN,PONTIAC,TX,PONTIAC.GRAND PRIX
VALIDATE,4925,73,NO,105145,FAMILY.MEDIUM,Import,6,SIX,BLACK,NISSAN,AZ,NISSAN.SENTRA
VALIDATE,6110,48,NO,70889,FAMILY.SMALL,Domestic,5,FIVE,BLACK,MERCURY,TX,MERCURY.MYSTIQUE
VALIDATE,4404,7,NO,78988,FAMILY.SMALL,Domestic,4,FOUR,WHITE,FORD,CA,FORD.ESCORT
VALIDATE,5098,7,NO,71893,LUXURY,Import,7,SEVEN+,GOLD,OTHER,TX,ACURA.INTEGRA
VALIDATE,3896,18,NO,102930,FAMILY.MEDIUM,Domestic,6,SIX,GREEN,PONTIAC,AZ,PONTIAC.GRAND AM
VALIDATE,3576,66,NO,95805,FAMILY.MEDIUM,Domestic,6,SIX,GOLD,OLDSMOBILE,FL,OLDSMOBILE.CUTLASS SUPREME
VALIDATE,6351,17,NO,87057,FAMILY.SMALL,Import,4,FOUR,BLUE,HONDA,GA,HONDA.CIVIC
VALIDATE,6087,4,NO,65265,FAMILY.LARGE,Domestic,8,SEVEN+,GREEN,CHEVROLET,VA,CHEVROLET.CAPRICE CLASSIC
VALIDATE,3258,55,NO,70516,ECONOMY,Import,5,FIVE,RED,KIA,TX,KIA.SEPHIA
VALIDATE,4711,101,YES,89294,ECONOMY,Domestic,5,FIVE,PURPLE,DODGE,CA,DODGE.NEON
VALIDATE,4056,65,NO,63380,ECONOMY,Domestic,6,SIX,GREEN,PLYMOUTH,FL,PLYMOUTH.NEON
VALIDATE,4470,61,NO,65465,ECONOMY,Domestic,4,FOUR,GOLD,FORD,TX,FORD.ESCORT
VALIDATE,4864,2,NO,92425,FAMILY.LARGE,Domestic,4,FOUR,GREEN,FORD,AZ,FORD.CROWN VICTORIA
VALIDATE,5429,64,NO,66643,FAMILY.LARGE,Domestic,7,SEVEN+,BLUE,CHRYSLER,NV,CHRYSLER.CONCORDE
VALIDATE,5355,9,NO,65236,ECONOMY,Import,5,FIVE,SILVER,NISSAN,GA,NISSAN.SENTRA
VALIDATE,4760,15,NO,68460,FAMILY.MEDIUM,Domestic,5,FIVE,PURPLE,MERCURY,AZ,MERCURY.SABLE
VALIDATE,5942,21,NO,73824,LUXURY,Domestic,7,SEVEN+,SILVER,OTHER,TX,LINCOLN.TOWN CAR
VALIDATE,6190,17,NO,75849,FAMILY.LARGE,Domestic,7,SEVEN+,GREEN,DODGE,AZ,DODGE.INTREPID
VALIDATE,4195,5,NO,84259,FAMILY.SMALL,Domestic,4,FOUR,RED,CHEVROLET,NM,CHEVROLET.CAVALIER
VALIDATE,6918,14,NO,22343,FAMILY.MEDIUM,Import,1,ONE-THREE,WHITE,DAEWOO,TX,DAEWOO.NUBIRA
VALIDATE,4782,0,NO,63246,ECONOMY,Import,6,SIX,GREEN,NISSAN,GA,NISSAN.SENTRA
VALIDATE,4470,48,NO,71276,ECONOMY,Domestic,5,FIVE,RED,PLYMOUTH,FL,PLYMOUTH.NEON
VALIDATE,2939,2,NO,94630,FAMILY.LARGE,Domestic,9,SEVEN+,PURPLE,OLDSMOBILE,FL,OLDSMOBILE.88
VALIDATE,4652,9,NO,82694,FAMILY.LARGE,Domestic,8,SEVEN+,PURPLE,BUICK,NM,BUICK.LESABRE
VALIDATE,4942,104,YES,91112,LUXURY,Domestic,7,SEVEN+,SILVER,PONTIAC,CA,PONTIAC.BONNEVILLE
VALIDATE,4190,2,NO,106382,LUXURY,Import,8,SEVEN+,GREEN,NISSAN,FL,NISSAN.ALTIMA
VALIDATE,5466,0,NO,95860,FAMILY.MEDIUM,Import,7,SEVEN+,GOLD,MAZDA,CA,MAZDA.626
VALIDATE,5205,1,NO,43555,FAMILY.MEDIUM,Domestic,7,SEVEN+,SILVER,BUICK,VA,BUICK.REGAL
VALIDATE,5368,154,YES,67055,FAMILY.MEDIUM,Domestic,5,FIVE,BLUE,CHEVROLET,FL,CHEVROLET.LUMINA
VALIDATE,4985,12,NO,64849,FAMILY.SMALL,Import,4,FOUR,BLUE,GEO,TX,GEO.PRIZM
VALIDATE,6609,131,YES,22477,FAMILY.MEDIUM,Import,1,ONE-THREE,WHITE,DAEWOO,TX,DAEWOO.LANOS
VALIDATE,5083,80,NO,72136,FAMILY.SMALL,Domestic,4,FOUR,PURPLE,BUICK,TX,BUICK.SKYLARK
VALIDATE,4433,9,NO,68070,FAMILY.SMALL,Domestic,5,FIVE,RED,PONTIAC,FL,PONTIAC.GRAND AM
VALIDATE,4355,196,YES,95729,FAMILY.MEDIUM,Domestic,5,FIVE,RED,CHEVROLET,TX,CHEVROLET.CORSICA
VALIDATE,4380,208,YES,64430,FAMILY.MEDIUM,Domestic,5,FIVE,BLUE,OLDSMOBILE,TX,OLDSMOBILE.CIERA
VALIDATE,4248,48,NO,80711,FAMILY.SMALL,Domestic,5,FIVE,GREEN,PONTIAC,TX,PONTIAC.GRAND AM
VALIDATE,3919,13,NO,85078,FAMILY.MEDIUM,Domestic,6,SIX,SILVER,DODGE,TX,DODGE.STRATUS
VALIDATE,5090,123,YES,92705,FAMILY.SMALL,Import,4,FOUR,WHITE,GEO,GA,GEO.PRIZM
VALIDATE,4962,99,YES,94276,ECONOMY,Domestic,4,FOUR,GREEN,BUICK,NV,BUICK.SKYLARK
VALIDATE,3225,15,NO,72668,ECONOMY,Domestic,6,SIX,BLUE,MERCURY,FL,MERCURY.TRACER
VALIDATE,5429,36,NO,49538,FAMILY.MEDIUM,Domestic,4,FOUR,PURPLE,CHEVROLET,FL,CHEVROLET.MALIBU
VALIDATE,3967,9,NO,111801,FAMILY.MEDIUM,Import,6,SIX,SILVER,MAZDA,AZ,MAZDA.626
VALIDATE,5386,14,NO,70377,FAMILY.LARGE,Domestic,5,FIVE,WHITE,CHRYSLER,AZ,CHRYSLER.CONCORDE
VALIDATE,3706,23,NO,93528,FAMILY.MEDIUM,Domestic,9,SEVEN+,WHITE,BUICK,NV,BUICK.REGAL
VALIDATE,5272,100,YES,81384,FAMILY.SMALL,Import,4,FOUR,WHITE,GEO,CA,GEO.PRIZM
VALIDATE,4502,149,YES,88441,FAMILY.MEDIUM,Domestic,5,FIVE,BLUE,OLDSMOBILE,GA,OLDSMOBILE.CIERA
VALIDATE,4636,143,YES,82475,ECONOMY,Domestic,5,FIVE,BLUE,PONTIAC,GA,PONTIAC.SUNFIRE
VALIDATE,2308,7,NO,103490,FAMILY.SMALL,Domestic,10,SEVEN+,BLUE,OLDSMOBILE,VA,OLDSMOBILE.CALAIS
VALIDATE,5697,76,NO,70319,FAMILY.LARGE,Domestic,6,SIX,GREEN,PONTIAC,TX,PONTIAC.BONNEVILLE
VALIDATE,4618,25,NO,38746,FAMILY.SMALL,Domestic,4,FOUR,BLUE,DODGE,CA,DODGE.NEON
VALIDATE,5236,77,NO,76162,FAMILY.SMALL,Import,6,SIX,GREEN,GEO,TX,GEO.PRIZM
VALIDATE,4321,8,NO,69737,FAMILY.LARGE,Domestic,6,SIX,GREEN,FORD,CA,FORD.TAURUS
VALIDATE,5539,33,NO,29471,FAMILY.SMALL,Import,3,ONE-THREE,SILVER,KIA,CA,KIA.SEPHIA
VALIDATE,4000,10,NO,90866,ECONOMY,Import,6,SIX,GOLD,MAZDA,GA,MAZDA.PROTEGE
VALIDATE,6609,1,NO,67260,FAMILY.SMALL,Domestic,4,FOUR,PURPLE,PLYMOUTH,TX,PLYMOUTH.BREEZE
VALIDATE,4568,134,YES,93376,FAMILY.MEDIUM,Domestic,6,SIX,BLUE,BUICK,FL,BUICK.CENTURY
VALIDATE,4145,128,YES,76727,ECONOMY,Import,4,FOUR,PURPLE,HYUNDAI,GA,HYUNDAI.ACCENT
VALIDATE,4140,16,NO,88146,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,BUICK,CA,BUICK.CENTURY
VALIDATE,4810,64,NO,73643,FAMILY.SMALL,Import,4,FOUR,PURPLE,MAZDA,TX,MAZDA.PROTEGE
VALIDATE,4357,13,NO,60714,ECONOMY,Domestic,5,FIVE,BLUE,DODGE,FL,DODGE.NEON
VALIDATE,4347,9,NO,52411,FAMILY.MEDIUM,Import,3,ONE-THREE,BLUE,KIA,AZ,KIA.SEPHIA
VALIDATE,5802,3,NO,73532,FAMILY.SMALL,Import,5,FIVE,GREEN,NISSAN,CA,NISSAN.SENTRA
VALIDATE,5387,114,YES,95371,LUXURY,Import,8,SEVEN+,SILVER,TOYOTA,GA,TOYOTA.CAMRY
VALIDATE,5227,15,NO,63371,FAMILY.MEDIUM,Domestic,3,ONE-THREE,BLUE,CHEVROLET,AZ,CHEVROLET.CAVALIER
VALIDATE,6946,15,NO,9649,FAMILY.MEDIUM,Import,1,ONE-THREE,WHITE,DAEWOO,AZ,DAEWOO.NUBIRA
VALIDATE,2438,6,NO,89192,ECONOMY,Import,4,FOUR,BLUE,KIA,VA,KIA.SEPHIA
VALIDATE,4502,1,NO,81087,FAMILY.MEDIUM,Domestic,5,FIVE,GOLD,FORD,VA,FORD.TAURUS
VALIDATE,5294,3,NO,80430,FAMILY.LARGE,Domestic,7,SEVEN+,WHITE,CHEVROLET,FL,CHEVROLET.CAPRICE CLASSIC
VALIDATE,4160,10,NO,90352,FAMILY.LARGE,Domestic,5,FIVE,BLUE,CHEVROLET,CA,CHEVROLET.LUMINA
VALIDATE,4324,29,NO,93217,FAMILY.SMALL,Import,5,FIVE,PURPLE,GEO,TX,GEO.PRIZM
VALIDATE,4760,2,NO,85586,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,DODGE,AZ,DODGE.STRATUS
VALIDATE,5424,113,YES,45288,ECONOMY,Domestic,5,FIVE,GREEN,FORD,TX,FORD.ESCORT
VALIDATE,5393,78,NO,87981,LUXURY,Import,6,SIX,WHITE,TOYOTA,FL,TOYOTA.COROLLA
VALIDATE,4141,21,NO,88075,FAMILY.MEDIUM,Domestic,7,SEVEN+,WHITE,CHEVROLET,AZ,CHEVROLET.LUMINA
VALIDATE,7333,81,NO,78319,FAMILY.MEDIUM,Domestic,6,SIX,GREEN,OLDSMOBILE,TX,OLDSMOBILE.98
VALIDATE,4893,113,YES,95408,LUXURY,Import,5,FIVE,WHITE,NISSAN,FL,NISSAN.SENTRA
VALIDATE,4475,75,NO,92838,FAMILY.MEDIUM,Domestic,7,SEVEN+,GREEN,PONTIAC,FL,PONTIAC.BONNEVILLE
VALIDATE,3753,12,NO,91380,FAMILY.MEDIUM,Domestic,7,SEVEN+,GOLD,OLDSMOBILE,FL,OLDSMOBILE.88
VALIDATE,4238,12,NO,97540,FAMILY.LARGE,Domestic,7,SEVEN+,BLUE,OLDSMOBILE,GA,OLDSMOBILE.88
VALIDATE,4446,4,NO,91213,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,CHRYSLER,NM,CHRYSLER.CIRRUS
VALIDATE,4496,27,NO,55642,FAMILY.SMALL,Import,4,FOUR,RED,MITSUBISHI,AZ,MITSUBISHI.MIRAGE
VALIDATE,6199,109,YES,71450,FAMILY.MEDIUM,Import,6,SIX,BLACK,MITSUBISHI,TX,MITSUBISHI.GALANT
VALIDATE,4677,86,NO,84303,ECONOMY,Domestic,8,SEVEN+,GREEN,BUICK,FL,BUICK.SKYLARK
VALIDATE,5169,115,YES,94423,FAMILY.SMALL,Domestic,5,FIVE,RED,PONTIAC,FL,PONTIAC.GRAND AM
VALIDATE,5819,7,NO,69961,FAMILY.MEDIUM,Domestic,2,ONE-THREE,BLUE,MERCURY,TX,MERCURY.SABLE
VALIDATE,5078,68,NO,71508,ECONOMY,Domestic,4,FOUR,GOLD,FORD,FL,FORD.ESCORT
VALIDATE,3612,21,NO,54833,FAMILY.SMALL,Import,4,FOUR,GREEN,KIA,CA,KIA.SEPHIA
VALIDATE,6263,26,NO,73040,FAMILY.LARGE,Domestic,3,ONE-THREE,SILVER,PONTIAC,AZ,PONTIAC.BONNEVILLE
VALIDATE,5386,37,NO,80074,FAMILY.LARGE,Domestic,4,FOUR,GREEN,CHEVROLET,GA,CHEVROLET.LUMINA
VALIDATE,5027,22,NO,94488,FAMILY.MEDIUM,Domestic,6,SIX,GREEN,BUICK,FL,BUICK.SKYLARK
VALIDATE,5384,43,NO,60925,ECONOMY,Domestic,4,FOUR,WHITE,PLYMOUTH,FL,PLYMOUTH.NEON
VALIDATE,3386,1,NO,74732,ECONOMY,Domestic,7,SEVEN+,BLACK,FORD,CA,FORD.ESCORT
VALIDATE,4051,6,NO,65012,FAMILY.SMALL,Import,3,ONE-THREE,GOLD,KIA,CA,KIA.SEPHIA
VALIDATE,4224,23,NO,86535,FAMILY.LARGE,Domestic,8,SEVEN+,SILVER,MERCURY,VA,MERCURY.GRAND MARQUIS
VALIDATE,4019,8,NO,95845,FAMILY.MEDIUM,Import,7,SEVEN+,BLUE,NISSAN,AZ,NISSAN.ALTIMA
VALIDATE,4084,5,NO,75698,ECONOMY,Domestic,3,ONE-THREE,BLUE,FORD,VA,FORD.ESCORT
VALIDATE,3845,1,NO,63085,FAMILY.MEDIUM,Domestic,5,FIVE,BLACK,FORD,VA,FORD.TAURUS
VALIDATE,5604,63,NO,77701,FAMILY.LARGE,Domestic,6,SIX,BLUE,BUICK,TX,BUICK.LESABRE
VALIDATE,4509,9,NO,76555,ECONOMY,Domestic,3,ONE-THREE,BLUE,MERCURY,GA,MERCURY.TRACER
VALIDATE,4812,26,NO,96102,FAMILY.LARGE,Domestic,8,SEVEN+,BLUE,CADILLAC,FL,CADILLAC.DEVILLE
VALIDATE,5835,5,NO,103348,FAMILY.MEDIUM,Import,9,SEVEN+,SILVER,TOYOTA,AZ,TOYOTA.CAMRY
VALIDATE,5458,188,YES,59636,LUXURY,Import,5,FIVE,GREEN,TOYOTA,TX,TOYOTA.COROLLA
VALIDATE,4320,8,NO,83471,FAMILY.LARGE,Domestic,6,SIX,BLUE,CHEVROLET,GA,CHEVROLET.LUMINA
VALIDATE,5771,10,NO,83098,FAMILY.LARGE,Domestic,3,ONE-THREE,GOLD,CHEVROLET,TX,CHEVROLET.LUMINA
VALIDATE,6528,188,YES,88789,FAMILY.MEDIUM,Domestic,7,SEVEN+,BLUE,OLDSMOBILE,TX,OLDSMOBILE.CUTLASS SUPREME
VALIDATE,5582,72,NO,97499,FAMILY.MEDIUM,Domestic,5,FIVE,WHITE,BUICK,FL,BUICK.REGAL
VALIDATE,4269,10,NO,66928,FAMILY.SMALL,Domestic,4,FOUR,PURPLE,DODGE,CA,DODGE.NEON
VALIDATE,5736,52,NO,68237,FAMILY.LARGE,Domestic,4,FOUR,RED,PONTIAC,CA,PONTIAC.GRAND AM
VALIDATE,4903,19,NO,59002,ECONOMY,Domestic,4,FOUR,WHITE,FORD,FL,FORD.ESCORT
VALIDATE,4242,22,NO,51066,ECONOMY,Import,4,FOUR,WHITE,GEO,GA,GEO.METRO
VALIDATE,5332,9,NO,68895,FAMILY.LARGE,Domestic,4,FOUR,PURPLE,CHEVROLET,GA,CHEVROLET.LUMINA
VALIDATE,3499,12,NO,97400,FAMILY.LARGE,Domestic,9,SEVEN+,BLACK,CHEVROLET,AZ,CHEVROLET.CAPRICE
VALIDATE,4836,86,NO,78093,FAMILY.MEDIUM,Domestic,6,SIX,GREEN,PONTIAC,AZ,PONTIAC.GRAND AM
VALIDATE,4917,2,NO,79996,FAMILY.MEDIUM,Domestic,6,SIX,WHITE,OLDSMOBILE,TX,OLDSMOBILE.CUTLASS SUPREME
VALIDATE,4741,0,NO,77660,FAMILY.MEDIUM,Domestic,4,FOUR,GREEN,PONTIAC,FL,PONTIAC.GRAND AM
VALIDATE,4734,2,NO,87719,FAMILY.MEDIUM,Domestic,4,FOUR,GOLD,FORD,FL,FORD.TAURUS
VALIDATE,5595,15,NO,65152,LUXURY,Domestic,6,SIX,BLUE,DODGE,CA,DODGE.INTREPID
VALIDATE,5270,63,NO,73920,FAMILY.SMALL,Domestic,4,FOUR,RED,DODGE,AZ,DODGE.NEON
VALIDATE,5118,92,YES,88968,FAMILY.LARGE,Domestic,7,SEVEN+,RED,PONTIAC,CA,PONTIAC.GRAND PRIX
VALIDATE,3593,14,NO,81304,FAMILY.MEDIUM,Import,6,SIX,WHITE,MITSUBISHI,TX,MITSUBISHI.GALANT
VALIDATE,4082,3,NO,90545,FAMILY.LARGE,Domestic,5,FIVE,WHITE,CHRYSLER,GA,CHRYSLER.CONCORDE
VALIDATE,5839,132,YES,65891,LUXURY,Import,5,FIVE,BLACK,NISSAN,TX,NISSAN.SENTRA
VALIDATE,4864,11,NO,79911,FAMILY.MEDIUM,Domestic,4,FOUR,BLUE,FORD,VA,FORD.TAURUS
VALIDATE,4892,8,NO,70298,ECONOMY,Domestic,3,ONE-THREE,PURPLE,FORD,VA,FORD.ESCORT
VALIDATE,4186,2,NO,88172,LUXURY,Domestic,8,SEVEN+,SILVER,BUICK,TX,BUICK.PARK AVENUE
VALIDATE,6557,56,NO,56049,LUXURY,Import,4,FOUR,BLACK,NISSAN,FL,NISSAN.ALTIMA
VALIDATE,4368,13,NO,75299,FAMILY.MEDIUM,Domestic,9,SEVEN+,WHITE,OLDSMOBILE,FL,OLDSMOBILE.98
VALIDATE,5566,123,YES,74554,LUXURY,Domestic,5,FIVE,BLUE,BUICK,TX,BUICK.REGAL
VALIDATE,4033,24,NO,67926,FAMILY.MEDIUM,Import,4,FOUR,GREEN,HYUNDAI,FL,HYUNDAI.SONATA
VALIDATE,5109,17,NO,80282,FAMILY.LARGE,Domestic,5,FIVE,BLACK,PONTIAC,CA,PONTIAC.GRAND PRIX
VALIDATE,4785,21,NO,78709,FAMILY.MEDIUM,Import,5,FIVE,SILVER,MITSUBISHI,VA,MITSUBISHI.GALANT
VALIDATE,5343,9,NO,78846,LUXURY,Import,7,SEVEN+,GREEN,TOYOTA,FL,TOYOTA.CAMRY
VALIDATE,3640,18,NO,97833,FAMILY.MEDIUM,Domestic,7,SEVEN+,GREEN,PONTIAC,VA,PONTIAC.GRAND PRIX
VALIDATE,3636,38,NO,86787,FAMILY.LARGE,Domestic,6,SIX,WHITE,BUICK,GA,BUICK.CENTURY
VALIDATE,5387,51,NO,83717,FAMILY.LARGE,Domestic,3,ONE-THREE,WHITE,CHEVROLET,CA,CHEVROLET.LUMINA
VALIDATE,3311,46,NO,76231,FAMILY.MEDIUM,Import,4,FOUR,SILVER,HYUNDAI,AZ,HYUNDAI.ELANTRA
VALIDATE,4242,4,NO,70141,ECONOMY,Import,5,FIVE,WHITE,MAZDA,TX,MAZDA.PROTEGE
VALIDATE,5597,1,NO,85295,LUXURY,Import,8,SEVEN+,GREEN,HONDA,VA,HONDA.ACCORD
VALIDATE,3957,6,NO,71046,FAMILY.MEDIUM,Domestic,9,SEVEN+,GOLD,OLDSMOBILE,NV,OLDSMOBILE.CUTLASS SUPREME
VALIDATE,5138,26,NO,85541,FAMILY.SMALL,Import,5,FIVE,PURPLE,NISSAN,CA,NISSAN.SENTRA
VALIDATE,4965,99,YES,72632,FAMILY.LARGE,Domestic,7,SEVEN+,SILVER,PONTIAC,FL,PONTIAC.BONNEVILLE
VALIDATE,5175,85,NO,78679,FAMILY.MEDIUM,Domestic,5,FIVE,PURPLE,BUICK,CA,BUICK.CENTURY
VALIDATE,5240,70,NO,47199,ECONOMY,Domestic,4,FOUR,WHITE,MERCURY,TX,MERCURY.TRACER
VALIDATE,3782,5,NO,58341,FAMILY.MEDIUM,Domestic,9,SEVEN+,PURPLE,BUICK,CA,BUICK.REGAL
VALIDATE,4817,3,NO,73692,LUXURY,Import,4,FOUR,GOLD,NISSAN,GA,NISSAN.ALTIMA
VALIDATE,4886,24,NO,61106,FAMILY.SMALL,Import,3,ONE-THREE,BLUE,KIA,CA,KIA.SEPHIA
VALIDATE,4773,4,NO,71974,FAMILY.LARGE,Domestic,4,FOUR,PURPLE,CHEVROLET,TX,CHEVROLET.LUMINA
VALIDATE,4053,1,NO,84116,FAMILY.MEDIUM,Domestic,9,SEVEN+,PURPLE,MERCURY,NV,MERCURY.GRAND MARQUIS
VALIDATE,4375,22,NO,110520,FAMILY.SMALL,Import,6,SIX,PURPLE,TOYOTA,CA,TOYOTA.TERCEL
VALIDATE,5035,4,NO,69025,FAMILY.MEDIUM,Domestic,4,FOUR,SILVER,PLYMOUTH,TX,PLYMOUTH.BREEZE
VALIDATE,4298,118,YES,85814,ECONOMY,Import,6,SIX,GREEN,TOYOTA,CA,TOYOTA.TERCEL
VALIDATE,5091,2,NO,55190,FAMILY.SMALL,Domestic,5,FIVE,GREEN,FORD,TX,FORD.CONTOUR
VALIDATE,6473,6,NO,94237,LUXURY,Import,6,SIX,BLACK,NISSAN,FL,NISSAN.ALTIMA
VALIDATE,4029,8,NO,70643,LUXURY,Import,5,FIVE,GREEN,NISSAN,FL,NISSAN.SENTRA
VALIDATE,4375,15,NO,84397,LUXURY,Import,5,FIVE,WHITE,NISSAN,TX,NISSAN.SENTRA
VALIDATE,5295,78,NO,78214,FAMILY.MEDIUM,Domestic,4,FOUR,PURPLE,MERCURY,TX,MERCURY.SABLE
VALIDATE,5060,36,NO,82453,FAMILY.MEDIUM,Import,3,ONE-THREE,SILVER,HYUNDAI,AZ,HYUNDAI.SONATA
VALIDATE,4491,130,YES,103804,FAMILY.MEDIUM,Domestic,5,FIVE,PURPLE,OLDSMOBILE,FL,OLDSMOBILE.CIERA
VALIDATE,5330,84,NO,80578,FAMILY.LARGE,Domestic,9,SEVEN+,WHITE,BUICK,CA,BUICK.PARK AVENUE
VALIDATE,5599,2,NO,73082,FAMILY.MEDIUM,Domestic,5,FIVE,BLUE,PONTIAC,FL,PONTIAC.GRAND PRIX
VALIDATE,3799,22,NO,99126,FAMILY.MEDIUM,Import,7,SEVEN+,BLUE,MITSUBISHI,AZ,MITSUBISHI.GALANT
VALIDATE,6547,21,NO,52812,ECONOMY,Import,3,ONE-THREE,BLACK,KIA,AZ,KIA.SEPHIA
VALIDATE,3387,10,NO,103064,FAMILY.SMALL,Domestic,8,SEVEN+,WHITE,PONTIAC,FL,PONTIAC.GRAND AM
VALIDATE,3225,12,NO,43236,FAMILY.MEDIUM,Domestic,8,SEVEN+,SILVER,BUICK,FL,BUICK.CENTURY
VALIDATE,4418,13,NO,80944,ECONOMY,Domestic,4,FOUR,RED,MERCURY,FL,MERCURY.TRACER
VALIDATE,4933,57,NO,60439,FAMILY.SMALL,Domestic,4,FOUR,BLUE,CHEVROLET,GA,CHEVROLET.CAVALIER
VALIDATE,5439,51,NO,70980,FAMILY.MEDIUM,Domestic,4,FOUR,SILVER,FORD,FL,FORD.TAURUS
VALIDATE,4639,106,YES,66076,FAMILY.MEDIUM,Domestic,7,SEVEN+,GREEN,OLDSMOBILE,GA,OLDSMOBILE.CIERA
